#Sample ID,genomicsSampleID,Site_Name,Year,Month,Site,domainID,plotID,namedLocation,release,plotType,nlcdClass,elevation,soilTemp,soilMoisture,soilInWaterpH,soilInCaClpH,caclpHRatio,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,kclAmmoniumNConc,kclNitrateNitriteNConc
BMI_HY5W2BGXG_Plate19S_31WellC6,BONA_009-O-20190828-COMP,BONA_2019-08,2019,8,BONA,D19,BONA_009,BONA_009.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,429.6,8.666666667,1.673666667,4.476666667,3.606666667,11.43333333,1.566666667,-27.83333333,1.586666667,41.69666667,26.36666667,0.071,0.032333333
BMI_HY5W2BGXG_Plate19S_31WellD2,SRER_053-M-20190806-COMP,SRER_2019-08,2019,8,SRER,D14,SRER_053,SRER_053.basePlot.bgc,RELEASE-2023,tower,shrubScrub,996.7,30.63333333,0.054,8.696666667,7.836666667,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellD3,YELL_009-M-20190822-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_009,YELL_009.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,2000.3,13.33333333,0.065666667,5.97,5.273333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellD4,JERC_005-M-20190729-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_005,JERC_005.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,46.8,26.43333333,0.069666667,6.233333333,5.27,2,2.3,-27.16666667,0.046666667,1.35,29.03333333,0.055,0.087
BMI_HY5W2BGXG_Plate19S_31WellD5,OSBS_003-O-20190701-COMP,OSBS_2019-07,2019,7,OSBS,D03,OSBS_003,OSBS_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,31.7,25.33333333,0.103,4.28,3.333333333,4,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellD6,BONA_013-O-20190828-COMP,BONA_2019-08,2019,8,BONA,D19,BONA_013,BONA_013.basePlot.bgc,RELEASE-2023,distributed,mixedForest,540.5,6,0.843333333,4.226666667,3.466666667,5.333333333,1.9,-27.63333333,1.193333333,25.81333333,21.23333333,0.148333333,0.048333333
BMI_HY5W2BGXG_Plate19S_31WellE2,YELL_012-M-20190822-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_012,YELL_012.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1901.5,13.96666667,0.071,6.276666667,5.516666667,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellE3,YELL_016-M-20190819-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_016,YELL_016.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,2046.8,14.96666667,0.074666667,6.923333333,6.3,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellE4,JERC_006-M-20190729-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_006,JERC_006.basePlot.bgc,RELEASE-2023,distributed,mixedForest,42.2,27.36666667,0.055666667,5.856666667,4.603333333,2,2.766666667,-26.36666667,0.04,1.133333333,30.03333333,0.051,0.063
BMI_HY5W2BGXG_Plate19S_31WellE5,OSBS_026-M-20190702-COMP,OSBS_2019-07,2019,7,OSBS,D03,OSBS_026,OSBS_026.basePlot.bgc,RELEASE-2023,tower,evergreenForest,42.8,28.53333333,0.05,5.82,4.71,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellF2,YELL_046-M-20190820-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_046,YELL_046.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2155.4,12.43333333,0.125,6.66,5.97,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellF3,YELL_048-M-20190820-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_048,YELL_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2149,12.86666667,0.11,6.086666667,5.403333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellF4,JERC_047-M-20190730-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_047,JERC_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,36.4,26.575,0.0425,5.93,4.635,2,2.8,-25.9,0.0425,1.01,24.05,0.03375,0.06075
BMI_HY5W2BGXG_Plate19S_31WellF5,OSBS_027-M-20190702-COMP,OSBS_2019-07,2019,7,OSBS,D03,OSBS_027,OSBS_027.basePlot.bgc,RELEASE-2023,tower,evergreenForest,41.4,28.4,0.054666667,5.386666667,4.4,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellF6,BONA_071-O-20190826-COMP,BONA_2019-08,2019,8,BONA,D19,BONA_071,BONA_071.basePlot.bgc,RELEASE-2023,tower,evergreenForest,246.1,3.066666667,2.502,4.28,3.47,15.36666667,0.4,-27.76666667,1.063333333,46.92,47.23333333,0.051,0.054666667
BMI_HY5W2BGXG_Plate19S_31WellG2,YELL_051-M-20190820-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_051,YELL_051.basePlot.bgc,RELEASE-2023,tower,shrubScrub,2119.7,13.6,0.124,6.243333333,5.566666667,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellG3,YELL_052-M-20190820-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_052,YELL_052.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2125.7,14.7,0.133,6.13,5.485,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellG4,JERC_048-M-20190730-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_048,JERC_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,47.6,25.45,0.07075,6.025,4.935,2,3.525,-26.125,0.045,1.2375,27.275,0.071,0.0645
BMI_HY5W2BGXG_Plate19S_31WellG5,OSBS_029-M-20190702-COMP,OSBS_2019-07,2019,7,OSBS,D03,OSBS_029,OSBS_029.basePlot.bgc,RELEASE-2023,tower,evergreenForest,44.2,28.33333333,0.045666667,5.233333333,4.28,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellH1,WOOD_005-M-20190715-COMP,WOOD_2019-07,2019,7,WOOD,D09,WOOD_005,WOOD_005.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,590.3,25.86666667,0.207333333,7.906666667,7.243333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellH2,YELL_052-O-20190820-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_052,YELL_052.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2125.7,14,0.388,6.03,5.37,7.9,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellH3,JERC_049-M-20190730-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_049,JERC_049.basePlot.bgc,RELEASE-2023,tower,evergreenForest,45.5,26.46666667,0.048333333,5.993333333,4.83,2,4,-26.13333333,0.026666667,0.833333333,27.63333333,0.053333333,0.056333333
BMI_HY5W2BGXG_Plate19S_31WellH4,JERC_050-M-20190730-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_050,JERC_050.basePlot.bgc,RELEASE-2023,tower,evergreenForest,36,25.5,0.061,6.543333333,5.616666667,2,2.7,-26.4,0.056666667,1.056666667,19.83333333,0.106666667,0.097333333
BMI_HY7W2BGXG_Plate19S_13WellA10,KONA_002-M-20190617-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_002,KONA_002.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,324,23.83333333,0.172333333,6.12,5.493333333,2,4.6,-11.96666667,0.09,0.92,6.7,0.057666667,1.134
BMI_HY7W2BGXG_Plate19S_13WellA11,KONZ_001-M-20190716-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_001,KONZ_001.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,437.8,24.26666667,0.227666667,6.746666667,5.63,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellA12,ONAQ_002-M-20190618-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_002,ONAQ_002.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1688,15.33333333,0.108333333,8.74,8.35,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellB11,KONZ_002-M-20190716-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_002,KONZ_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,400,24.7,0.222333333,7.546666667,6.453333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellB12,ONAQ_003-M-20190618-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_003,ONAQ_003.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1610.9,20.86666667,0.125666667,8.44,8.223333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellB9,KONA_003-M-20190617-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_003,KONA_003.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,333.9,29.66666667,0.184333333,6.32,5.613333333,2,6.2,-18.83333333,0.163333333,1.626666667,10.03333333,0.779,0.819
BMI_HY7W2BGXG_Plate19S_13WellC10,KONZ_003-M-20190715-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_003,KONZ_003.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,404.2,23.8,0.337333333,7.06,6.266666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellC11,KONZ_004-M-20190715-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_004,KONZ_004.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,374.5,24.53333333,0.233666667,7.993333333,6.843333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellC12,ONAQ_004-M-20190620-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_004,ONAQ_004.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1713.7,19.1,0.104666667,9.186666667,8.893333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellC9,KONA_005-M-20190617-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_005,KONA_005.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,317.8,25.1,0.155666667,6.586666667,5.773333333,2,8,-16.46666667,0.136666667,1.366666667,9.866666667,0.048333333,0.355
BMI_HY7W2BGXG_Plate19S_13WellD10,KONZ_005-M-20190715-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_005,KONZ_005.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,424,24.63333333,0.276666667,7.093333333,6.393333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellD11,KONZ_024-M-20190715-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_024,KONZ_024.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,351,23.9,0.263,7.72,6.906666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellD12,ONAQ_005-M-20190617-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_005,ONAQ_005.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1614.4,20.6,0.117333333,8.516666667,8.233333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellE10,KONZ_042-M-20190716-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_042,KONZ_042.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,401.2,24.26666667,0.256,7.456666667,6.506666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellE11,ONAQ_008-M-20190617-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_008,ONAQ_008.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1795.9,20.43333333,0.112333333,8.306666667,8.08,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellE12,ONAQ_010-M-20190617-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_010,ONAQ_010.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1903.7,21.66666667,0.144,8.053333333,7.94,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellE9,KONA_006-M-20190617-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_006,KONA_006.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,354,22.86666667,0.158333333,5.876666667,4.96,2,5.033333333,-21.46666667,0.116666667,1.003333333,8.733333333,0.654333333,2.11
BMI_HY7W2BGXG_Plate19S_13WellF10,KONZ_043-M-20190717-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_043,KONZ_043.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,405.4,25.3,0.245,7.38,6.353333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellF11,ONAQ_041-M-20190619-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_041,ONAQ_041.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1650.7,21.96666667,0.088333333,8.723333333,8.263333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellF12,ONAQ_042-M-20190619-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_042,ONAQ_042.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1663.7,20.16666667,0.083666667,8.71,8.336666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellF9,KONA_048-M-20190618-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_048,KONA_048.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,327.5,23.1,0.157333333,6.243333333,5.496666667,2,6.5,-16.8,0.123333333,1.286666667,10.46666667,0.072,0.174
BMI_HY7W2BGXG_Plate19S_13WellG10,KONZ_045-M-20190717-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_045,KONZ_045.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,392.1,27,0.194,7.923333333,6.613333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellG11,ONAQ_043-M-20190619-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_043,ONAQ_043.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1658,19.23333333,0.098,9.066666667,8.716666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellG12,ORNL_004-M-20190614-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_004,ORNL_004.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,293.1,17.86666667,0.183333333,4.703333333,3.82,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellG9,KONA_057-M-20190618-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_057,KONA_057.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,330.2,23.8,0.143666667,6.156666667,5.153333333,2,6.766666667,-17.63333333,0.116666667,1.086666667,9.3,0.189,0.401
BMI_HY7W2BGXG_Plate19S_13WellH10,KONZ_046-M-20190716-COMP,KONZ_2019-07,2019,7,KONZ,D06,KONZ_046,KONZ_046.basePlot.bgc,RELEASE-2023,tower,shrubScrub,405.7,25.96666667,0.253666667,7.85,6.713333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_13WellH11,ONAQ_044-M-20190619-COMP,ONAQ_2019-06,2019,6,ONAQ,D15,ONAQ_044,ONAQ_044.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1655.1,17.16666667,0.063666667,8.73,8.343333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellA3,TOOL_001-O-20180807-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_001,TOOL_001.basePlot.bgc,RELEASE-2023,distributed,dwarfScrub,804.5,1.5,9.127,4.756666667,4.303333333,19.93333333,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellA4,UNDE_001-M-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_001,UNDE_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,523.7,14.83333333,0.219666667,5.133333333,4.123333333,2,2.666666667,-27.23333333,0.14,2.4,17.13333333,0.128666667,0.030666667
BMI_HY7W2BGXG_Plate19S_26WellA5,UNDE_001-O-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_001,UNDE_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,523.7,15.43333333,3.825333333,4.766666667,3.913333333,7.5,-0.433333333,-28.23333333,1.95,38.14333333,21.46666667,0.076666667,0.039666667
BMI_HY7W2BGXG_Plate19S_26WellB1,ORNL_006-M-20190610-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_006,ORNL_006.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,280.7,20.4,0.221,5.246666667,4.323333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellB2,ORNL_027-M-20190614-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_027,ORNL_027.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,246.2,17.63333333,0.264666667,5.873333333,5.246666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellB3,TOOL_002-O-20180807-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_002,TOOL_002.basePlot.bgc,RELEASE-2023,distributed,dwarfScrub,843.8,1.366666667,6.776666667,5.556666667,5.3,20.8,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellB4,UNDE_002-O-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_002,UNDE_002.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,504.4,14.5,8.512,4.696666667,3.806666667,16.1,-0.8,-27.5,1.843333333,47.71333333,25.96666667,0.104333333,0.024333333
BMI_HY7W2BGXG_Plate19S_26WellB5,UNDE_003-M-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_003,UNDE_003.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,504.8,14.6,0.297,5.8,4.73,2,1.8,-26.3,0.09,1.53,17,0.33,0.021
BMI_HY7W2BGXG_Plate19S_26WellC2,TOOL_003-O-20180808-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_003,TOOL_003.basePlot.bgc,RELEASE-2023,distributed,sedgeHerbaceous,707.8,4.666666667,4.989666667,5.76,5.64,20.2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellC3,TOOL_004-O-20180808-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_004,TOOL_004.basePlot.bgc,RELEASE-2023,distributed,dwarfScrub,782.2,1.033333333,5.016333333,4.456666667,3.673333333,20.23333333,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellC4,UNDE_003-O-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_003,UNDE_003.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,504.8,16,5.04,6.025,5.51,5.95,4.4,-26.15,1.985,38.67,19.5,0.234,0.033
BMI_HY7W2BGXG_Plate19S_26WellC5,UNDE_006-M-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_006,UNDE_006.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,530,16.4,0.257,5.42,4.465,2,4.725,-25.2,0.165,2.3475,14.275,0.148,0.033
BMI_HY7W2BGXG_Plate19S_26WellD1,ORNL_043-M-20190612-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_043,ORNL_043.basePlot.bgc,RELEASE-2023,tower,deciduousForest,322.2,18.6,0.239,4.863333333,4.046666667,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellD2,TOOL_005-O-20180807-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_005,TOOL_005.basePlot.bgc,RELEASE-2023,distributed,dwarfScrub,834.7,1.3,5.727,4.723333333,4.163333333,20.4,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellD3,TOOL_006-O-20180807-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_006,TOOL_006.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,931.5,1.633333333,7.674666667,5.24,4.796666667,20.4,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellD4,UNDE_008-M-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_008,UNDE_008.basePlot.bgc,RELEASE-2023,distributed,mixedForest,514.8,15.9,0.251,5.856666667,5.03,2,3.2,-25.63333333,0.166666667,2.79,16.9,0.205,0.106
BMI_HY7W2BGXG_Plate19S_26WellD5,UNDE_010-M-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_010,UNDE_010.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,512.8,18.5,0.412,5.44,4.45,2,-0.5,-26.9,0.3,7.53,25.1,0.107,0.033
BMI_HY7W2BGXG_Plate19S_26WellE1,ORNL_053-M-20190612-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_053,ORNL_053.basePlot.bgc,RELEASE-2023,tower,deciduousForest,316,19.06666667,0.214666667,5.22,4.35,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellE2,TOOL_041-O-20180806-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_041,TOOL_041.basePlot.bgc,RELEASE-2023,tower,sedgeHerbaceous,827.4,4.566666667,7.031666667,5.396666667,4.99,19.83333333,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellE3,UNDE_010-O-20190715-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_010,UNDE_010.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,512.8,16.16666667,7.756666667,4.573333333,3.5,12.33333333,3,-25.6,1.916666667,45.85,24.33333333,0.165333333,0.027333333
BMI_HY7W2BGXG_Plate19S_26WellE4,UNDE_037-M-20190717-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_037,UNDE_037.basePlot.bgc,RELEASE-2023,tower,mixedForest,524.4,15.45,0.331,5,3.855,2,0.4,-28,0.16,3.655,23.2,0.073,0.029
BMI_HY7W2BGXG_Plate19S_26WellE5,DELA_041-M-20190626-COMP,DELA_2019-06,2019,6,DELA,D08,DELA_041,DELA_041.basePlot.bgc,RELEASE-2023,tower,deciduousForest,23.6,24.15,0.33925,5.905,4.74,2,6.6,-26.6,0.1725,1.9925,11.625,0.1065,0.077
BMI_HY7W2BGXG_Plate19S_26WellF1,ORNL_003-M-20190610-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_003,ORNL_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,260.1,23.5,0.318666667,5.166666667,4.113333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellF2,TOOL_042-O-20180806-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_042,TOOL_042.basePlot.bgc,RELEASE-2023,tower,sedgeHerbaceous,805.4,2.5,5.982666667,4.526666667,3.833333333,19.7,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellF3,UNDE_037-O-20190717-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_037,UNDE_037.basePlot.bgc,RELEASE-2023,tower,mixedForest,524.4,10.2,3.283,4.243333333,3.37,7.866666667,1.233333333,-27.03333333,1.8,39.71666667,22.03333333,0.216666667,0.034
BMI_HY7W2BGXG_Plate19S_26WellF4,UNDE_038-M-20190717-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_038,UNDE_038.basePlot.bgc,RELEASE-2023,tower,woodyWetlands,505.5,15.3,0.564,4.7,3.84,2,-1.8,-27.7,0.24,6.38,26.6,0.05,0.035
BMI_HY7W2BGXG_Plate19S_26WellG1,ORNL_049-M-20190612-COMP,ORNL_2019-06,2019,6,ORNL,D07,ORNL_049,ORNL_049.basePlot.bgc,RELEASE-2023,tower,deciduousForest,315.6,18.46666667,0.28,5.123333333,4.163333333,2,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellG2,TOOL_043-O-20180806-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_043,TOOL_043.basePlot.bgc,RELEASE-2023,tower,sedgeHerbaceous,821.6,4.3,5.215666667,4.803333333,4.04,20.33333333,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellG4,UNDE_043-M-20190717-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_043,UNDE_043.basePlot.bgc,RELEASE-2023,tower,deciduousForest,525.7,16.5,0.240666667,5.586666667,4.57,2,-1.733333333,-27.9,0.143333333,2.353333333,15.83333333,0.149333333,0.028666667
BMI_HY7W2BGXG_Plate19S_26WellH2,TOOL_044-O-20180806-COMP,TOOL_2018-08,2018,8,TOOL,D18,TOOL_044,TOOL_044.basePlot.bgc,RELEASE-2023,tower,sedgeHerbaceous,822.4,3.066666667,5.494,5.356666667,4.696666667,19.93333333,0,0,0,0,0,0,0
BMI_HY7W2BGXG_Plate19S_26WellH3,UNDE_044-M-20190717-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_044,UNDE_044.basePlot.bgc,RELEASE-2023,tower,mixedForest,507.4,15.8,0.3025,5.0425,3.925,2,3.05,-26.35,0.1825,3.3525,17.625,0.13175,0.02775
BMI_HY7W2BGXG_Plate19S_26WellH4,UNDE_044-O-20190717-COMP,UNDE_2019-07,2019,7,UNDE,D05,UNDE_044,UNDE_044.basePlot.bgc,RELEASE-2023,tower,mixedForest,507.4,16.1,0.389,4.52,3.7,4,-0.5,-27.4,0.92,14.61,16,0.191,0.041
BMI_Plate10WellA2_mms,OAES_045-M-20160809-COMP,OAES_2016-08,2016,8,OAES,D11,OAES_045,OAES_045.basePlot.bgc,RELEASE-2023,tower,shrubScrub,517.9,23.93333333,0,0,7.81,0,0,0,0,0,0,0,0
BMI_Plate10WellA3_mms,OAES_044-M-20160808-COMP,OAES_2016-08,2016,8,OAES,D11,OAES_044,OAES_044.basePlot.bgc,RELEASE-2023,tower,shrubScrub,510.5,27.36666667,0,0,6.973333333,0,0,0,0,0,0,0,0
BMI_Plate10WellB2_mms,NIWO_041-O-20160828-COMP,NIWO_2016-08,2016,8,NIWO,D13,NIWO_041,NIWO_041.basePlot.bgc,RELEASE-2023,tower,shrubScrub,3425.4,8.766666667,0.275333333,5.17,4.38,4,0,0,0,0,0,0,0
BMI_Plate10WellB9_mms,CLBJ_031-M-20160815-COMP,CLBJ_2016-08,2016,8,CLBJ,D11,CLBJ_031,CLBJ_031.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,292.4,28.03333333,0,6.396666667,5.42,0,0,0,0,0,0,0,0
BMI_Plate10WellC5_mms,OAES_002-M-20160810-COMP,OAES_2016-08,2016,8,OAES,D11,OAES_002,OAES_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,521.6,24.73333333,0,0,7.13,0,0,0,0,0,0,0,0
BMI_Plate10WellD10_mms,OAES_043-M-20160808-COMP,OAES_2016-08,2016,8,OAES,D11,OAES_043,OAES_043.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,514.2,29.43333333,0,0,7.446666667,0,0,0,0,0,0,0,0
